"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42"
"25",1,2,4,4,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0.75,0.5,0,255,3,0.01,0.02,0,0,0,0,0,0,"negative"
"26",0,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.33,1,0.33,1,0,255,1,0,0.04,0,0,0,0,0,1,"negative"
"27",0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0.89,1,0.11,1,0,255,1,0,0.07,0,0,0,0,0.04,1,"negative"
"28",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0.89,1,0.05,1,0,255,1,0,0.11,0,0,0,0,0.07,1,"negative"
"29",0,2,9,3,6,144,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,29,1,0.03,1,0.9,0,0.03,1,0,255,206,0.81,0.15,0,0,0,0,0.11,0,"negative"
"30",2,2,7,4,6,77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,1,0.03,0,0.87,0,0.03,1,0,255,2,0.01,0.18,0,0,0,0,0.14,0,"negative"
"31",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0.02,0,0.9,1,0.02,1,0,255,1,0,0.22,0,0,0,0,0.18,1,"negative"
"32",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0.02,0,0.92,1,0.02,1,0,255,1,0,0.26,0,0,0,0,0.22,1,"negative"
"33",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,0.01,0,0.93,1,0.01,1,0,255,1,0,0.3,0,0,0,0,0.26,1,"negative"
"34",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,0.01,0,0.92,1,0.01,1,0,255,1,0,0.34,0,0,0,0,0.29,1,"negative"
"35",0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,0.01,0,0.9,1,0.01,1,0,255,1,0,0.36,0,0,0,0,0.32,1,"negative"
"36",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0.01,0,0.91,1,0.01,1,0,255,1,0,0.4,0,0,0,0,0.36,1,"negative"
"37",0,2,14,4,44,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1,0.01,0,0.91,0,0.01,1,0,255,1,0,0.44,0,0,0,0,0.4,0,"negative"
"38",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1,0.01,0,0.92,1,0.01,1,0,255,1,0,0.48,0,0,0,0,0.44,1,"negative"
"39",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1,0.01,0,0.92,1,0.01,1,0,255,1,0,0.52,0,0,0,0,0.47,1,"negative"
"40",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1,0.04,0,0.88,1,0.01,0.99,0,255,1,0,0.56,0,0,0.02,0,0.49,1,"negative"
"41",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1,0.04,0,0.88,1,0.01,0.99,0,255,1,0,0.6,0,0,0.02,0,0.52,1,"negative"
"42",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,1,0.04,0,0.89,1,0.01,0.99,0,255,1,0,0.64,0,0,0.02,0,0.56,1,"negative"
"43",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,1,0.04,0,0.89,1,0.01,0.99,0,255,1,0,0.67,0,0,0.02,0,0.6,1,"negative"
"44",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1,0.03,0,0.9,1,0.01,0.99,0,255,1,0,0.71,0,0,0.02,0,0.64,1,"negative"
"45",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,1,0.07,0,0.87,1,0.01,0.99,0,255,1,0,0.75,0,0,0.05,0,0.65,1,"negative"
"46",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1,0.06,0,0.88,1,0,1,0,255,1,0,0.79,0,0,0.05,0,0.69,1,"negative"
"47",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1,0.06,0,0.88,1,0,1,0,255,1,0,0.83,0,0,0.05,0,0.73,1,"negative"
"48",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,1,0.06,0,0.88,1,0,1,0,255,1,0,0.87,0,0,0.05,0,0.76,1,"negative"
"49",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,1,0.06,0,0.89,1,0,1,0,255,1,0,0.91,0,0,0.05,0,0.8,1,"negative"
"50",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,1,0.09,0,0.86,1,0,1,0,255,1,0,0.95,0,0,0.08,0,0.81,1,"negative"
"51",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1,0.08,0,0.86,1,0,1,0,255,1,0,0.98,0,0,0.08,0,0.85,1,"negative"
"52",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1,0.08,0,0.87,1,0,1,0,255,1,0,1,0,0,0.08,0,0.87,1,"negative"
"53",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,1,0.08,0,0.87,1,0,1,0,255,1,0,1,0,0,0.08,0,0.87,1,"negative"
"54",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,1,0.08,0,0.88,1,0,1,0,255,1,0,1,0,0,0.08,0,0.87,1,"negative"
"55",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,1,0.07,0,0.88,1,0,1,0,255,1,0,1,0,0,0.08,0,0.88,1,"negative"
"56",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1,0.07,0,0.89,1,0,1,0,255,1,0,1,0,0,0.08,0,0.89,1,"negative"
"57",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,1,0.07,0,0.89,1,0,1,0,255,1,0,1,0,0,0.08,0,0.89,1,"negative"
"58",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,1,0.07,0,0.89,1,0,1,0,255,1,0,1,0,0,0.08,0,0.89,1,"negative"
"59",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,1,0.06,0,0.9,1,0,1,0,255,1,0,1,0,0,0.08,0,0.89,1,"negative"
"60",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,1,0.06,0,0.9,1,0,1,0,255,1,0,1,0,0,0.08,0,0.89,1,"negative"
"61",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1,0.06,0,0.9,1,0,1,0,255,1,0,1,0,0,0.08,0,0.9,1,"negative"
"62",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,1,0.06,0,0.91,1,0,1,0,255,1,0,1,0,0,0.08,0,0.9,1,"negative"
"63",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,1,0.06,0,0.91,1,0,1,0,255,1,0,1,0,0,0.08,0,0.91,1,"negative"
"64",0,2,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,1,0.06,1,0.91,0,0,1,0,255,1,0,1,0,0,0.09,1,0.9,0,"negative"
"65",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,1,0.07,0,0.9,1,0,1,0,255,1,0,1,0,0,0.09,0,0.89,1,"negative"
"66",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1,0.07,0,0.9,1,0,1,0,255,1,0,1,0,0,0.08,0,0.91,1,"negative"
"67",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,1,0.07,0,0.9,1,0,1,0,255,1,0,1,0,0,0.08,0,0.91,1,"negative"
"68",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,1,0.06,0,0.9,1,0,1,0,255,1,0,1,0,0,0.08,0,0.91,1,"negative"
"69",0,2,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,1,0.07,1,0.9,0,0,1,0,255,1,0,1,0,0,0.1,1,0.9,0,"negative"
"70",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,1,0.08,0,0.89,1,0,1,0,255,1,0,1,0,0,0.1,0,0.9,1,"negative"
"71",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,1,0.08,0,0.9,1,0,1,0,255,1,0,1,0,0,0.08,0,0.91,1,"negative"
"72",0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,6,0.07,0,0.9,1,0.01,0.99,0,255,5,0.02,0.98,0,0,0.08,0,0.91,1,"negative"
"73",0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,16,0.07,0,0.9,1,0.03,0.97,0,255,15,0.06,0.95,0,0,0.08,0,0.92,1,"negative"
"74",0,2,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,1,0.08,1,0.89,0,0,0.95,0,255,1,0,0.92,0,0,0.1,1,0.9,0,"negative"
"75",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,1,0.08,0,0.89,1,0,0.95,0,255,1,0,0.91,0,0,0.09,0,0.91,1,"negative"
"76",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,0.08,0,0.89,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"negative"
"77",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0,0.9,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"negative"
"78",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0,0.9,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"negative"
"79",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0,0.9,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"negative"
"80",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0,0.9,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"negative"
"81",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0,0.9,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"negative"
"82",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0,0.9,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"negative"
"83",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0,0.9,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"negative"
"84",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0,0.9,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"negative"
"85",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0,0.91,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"negative"
"86",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0,0.91,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"negative"
"87",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0,0.91,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"negative"
"88",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0,0.91,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"negative"
"89",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.08,0,0.91,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"negative"
"90",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.08,0,0.91,1,0,0.95,0,255,1,0,0.91,0,0,0.05,0,0.95,1,"negative"
"91",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0,0.93,1,0,0.96,0,255,1,0,0.91,0,0,0.05,0,0.95,1,"negative"
"92",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0,0.93,1,0,0.96,0,255,1,0,0.91,0,0,0.05,0,0.95,1,"negative"
"93",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0,0.93,1,0,0.96,0,255,1,0,0.91,0,0,0.05,0,0.95,1,"negative"
"94",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0,0.93,1,0,0.96,0,255,1,0,0.91,0,0,0.05,0,0.95,1,"negative"
"95",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0,0.93,1,0,0.96,0,255,1,0,0.91,0,0,0.03,0,0.97,1,"negative"
"96",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.94,1,0,0.96,0,255,1,0,0.91,0,0,0.03,0,0.97,1,"negative"
"97",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.94,1,0,0.96,0,255,1,0,0.91,0,0,0.03,0,0.97,1,"negative"
"98",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.94,1,0,0.96,0,255,1,0,0.95,0,0,0.03,0,0.97,1,"negative"
"99",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,0.96,0,255,1,0,0.98,0,0,0.03,0,0.97,1,"negative"
"100",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,0.96,0,255,1,0,1,0,0,0,0,1,1,"negative"
"101",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.04,0,0.96,1,0,0.96,0,255,1,0,1,0,0,0,0,1,1,"negative"
"102",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.04,0,0.96,1,0,0.96,0,255,1,0,1,0,0,0,0,1,1,"negative"
"103",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,0.96,0,255,1,0,1,0,0,0.02,0,0.98,1,"negative"
"104",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,0.96,0,255,1,0,1,0,0,0.02,0,0.98,1,"negative"
"105",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,0.96,0,255,1,0,1,0,0,0.02,0,0.98,1,"negative"
"106",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,0.96,0,255,1,0,1,0,0,0.02,0,0.98,1,"negative"
"107",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,0.96,0,255,1,0,1,0,0,0.02,0,0.98,1,"negative"
"108",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.06,0,0.94,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"109",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.06,0,0.94,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"110",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.06,0,0.94,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"111",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.06,0,0.94,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"112",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.06,0,0.94,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"113",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.06,0,0.94,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"114",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.06,0,0.94,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"115",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.06,0,0.94,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"116",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.05,0,0.95,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"117",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.05,0,0.95,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"118",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.05,0,0.95,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"119",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.05,0,0.95,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"120",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.04,0,0.96,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"121",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.04,0,0.96,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"122",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.04,0,0.96,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"123",0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.04,0,0.96,1,0,0.97,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"124",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.04,0,0.96,1,0,0.99,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"125",0,2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.02,0,0.98,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"126",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.02,0,0.98,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"127",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.02,0,0.98,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1,"negative"
"128",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.02,0,0.98,1,0,1,0,255,1,0,1,0,0,0.03,0,0.97,1,"negative"
"129",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.02,0,0.97,1,0,1,0,255,1,0,1,0,0,0.02,0,0.97,1,"negative"
"130",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.02,0,0.97,1,0,1,0,255,1,0,1,0,0,0.02,0,0.97,1,"negative"
"131",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.02,0,0.97,1,0,1,0,255,1,0,1,0,0,0.02,0,0.97,1,"negative"
"132",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.02,0,0.97,1,0,1,0,255,1,0,1,0,0,0.02,0,0.96,1,"negative"
"133",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.02,0,0.97,1,0,1,0,255,1,0,1,0,0,0,0,0.98,1,"negative"
"134",0,2,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.03,1,0.96,0,0,1,0,255,1,0,1,0,0,0.02,1,0.96,0,"negative"
"135",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.04,0,0.95,1,0,1,0,255,1,0,1,0,0,0.04,0,0.94,1,"negative"
"136",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.05,0,0.94,1,0,1,0,255,1,0,1,0,0,0.05,0,0.93,1,"negative"
"137",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.05,0,0.94,1,0,1,0,255,1,0,1,0,0,0.06,0,0.92,1,"negative"
"138",0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.05,0,0.94,1,0,1,0,255,1,0,1,0,0,0.06,0,0.92,1,"negative"
